t,T_tr,T_v,rho_N2,rho_N,rho_O2,rho_O,rho_NO
2.4812e-10,13675.3,3755.09,0.766149,0.000564869,0.218096,0.0145765,0.000613928
2.4813e-10,13712.2,3655.42,0.766149,0.00056487,0.218096,0.0145765,0.000613931
2.4814e-10,13748.3,3557.45,0.766149,0.000564872,0.218096,0.0145766,0.000613934
2.4815e-10,13783.6,3461.22,0.766149,0.000564873,0.218096,0.0145767,0.000613937
2.4816e-10,13818.2,3366.74,0.766149,0.000564874,0.218096,0.0145767,0.00061394
2.4817e-10,13852,3274.03,0.766149,0.000564875,0.218096,0.0145767,0.000613943
2.4818e-10,13885,3183.13,0.766149,0.000564876,0.218096,0.0145768,0.000613945
2.4819e-10,13917.1,3094.04,0.766149,0.000564877,0.218096,0.0145768,0.000613947
2.482e-10,13948.5,3006.81,0.766149,0.000564878,0.218096,0.0145769,0.00061395
2.4821e-10,13979,2921.43,0.766149,0.000564878,0.218096,0.0145769,0.000613952
2.4822e-10,14008.7,2837.95,0.766149,0.000564879,0.218096,0.0145769,0.000613954
2.4823e-10,14037.5,2756.38,0.766149,0.00056488,0.218096,0.0145769,0.000613955
2.4824e-10,14065.4,2676.75,0.766149,0.00056488,0.218096,0.014577,0.000613957
2.4825e-10,14092.5,2599.07,0.766149,0.000564881,0.218096,0.014577,0.000613959
2.4826e-10,14118.7,2523.38,0.766149,0.000564882,0.218096,0.014577,0.00061396
2.4827e-10,14144,2449.7,0.766149,0.000564882,0.218096,0.014577,0.000613962
2.4828e-10,14168.5,2378.05,0.766149,0.000564882,0.218096,0.014577,0.000613963
2.4829e-10,14192,2308.47,0.766149,0.000564883,0.218096,0.014577,0.000613964
2.483e-10,14214.6,2241,0.766149,0.000564883,0.218096,0.014577,0.000613965
2.4831e-10,14236.2,2175.65,0.766149,0.000564884,0.218096,0.0145771,0.000613966
2.4832e-10,14257,2112.47,0.766149,0.000564884,0.218096,0.0145771,0.000613967
2.4833e-10,14276.8,2051.51,0.766149,0.000564884,0.218096,0.0145771,0.000613968
2.4834e-10,14295.6,1992.8,0.766149,0.000564884,0.218096,0.0145771,0.000613969
2.4835e-10,14313.5,1936.39,0.766149,0.000564885,0.218096,0.0145771,0.00061397
2.4836e-10,14330.4,1882.35,0.766149,0.000564885,0.218096,0.0145771,0.00061397
2.4837e-10,14346.4,1830.74,0.766149,0.000564885,0.218096,0.0145771,0.000613971
2.4838e-10,14361.4,1781.62,0.766149,0.000564885,0.218096,0.0145771,0.000613972
2.4839e-10,14375.5,1735.07,0.766149,0.000564885,0.218096,0.0145771,0.000613972
2.484e-10,14388.5,1691.17,0.766149,0.000564886,0.218096,0.0145771,0.000613973
2.4841e-10,14400.6,1650.02,0.766149,0.000564886,0.218096,0.0145771,0.000613973
2.4842e-10,14411.7,1611.72,0.766149,0.000564886,0.218096,0.0145771,0.000613973
2.4843e-10,14421.7,1576.36,0.766149,0.000564886,0.218096,0.0145771,0.000613974
2.4844e-10,14430.8,1544.07,0.766149,0.000564886,0.218096,0.0145771,0.000613974
2.4845e-10,14438.9,1514.96,0.766149,0.000564886,0.218096,0.0145771,0.000613975
2.4846e-10,14446,1489.14,0.766149,0.000564886,0.218096,0.0145771,0.000613975
2.4847e-10,14452.1,1466.74,0.766149,0.000564886,0.218096,0.0145771,0.000613975
2.4848e-10,14457.1,1447.87,0.766149,0.000564886,0.218096,0.0145771,0.000613976
2.4849e-10,14461.2,1432.62,0.766149,0.000564886,0.218096,0.0145771,0.000613976
2.485e-10,14464.2,1421.09,0.766149,0.000564886,0.218096,0.0145771,0.000613976
2.4851e-10,14466.3,1413.35,0.766149,0.000564887,0.218096,0.0145771,0.000613976
2.4852e-10,14467.3,1409.45,0.766149,0.000564887,0.218096,0.0145771,0.000613977
2.4853e-10,14467.3,1409.42,0.766149,0.000564887,0.218096,0.0145771,0.000613977
2.4854e-10,14466.3,1413.25,0.766149,0.000564887,0.218096,0.0145771,0.000613977
2.4855e-10,14464.3,1420.92,0.766149,0.000564887,0.218096,0.0145771,0.000613978
2.4856e-10,14461.3,1432.38,0.766149,0.000564887,0.218096,0.0145771,0.000613978
2.4857e-10,14457.2,1447.57,0.766149,0.000564887,0.218096,0.0145771,0.000613978
2.4858e-10,14452.2,1466.38,0.766149,0.000564887,0.218096,0.0145771,0.000613978
2.4859e-10,14446.1,1488.73,0.766149,0.000564887,0.218096,0.0145771,0.000613979
2.486e-10,14439,1514.5,0.766149,0.000564887,0.218096,0.0145771,0.000613979
2.4861e-10,14431,1543.57,0.766149,0.000564887,0.218096,0.0145771,0.00061398
2.4862e-10,14421.9,1575.82,0.766149,0.000564887,0.218095,0.0145771,0.00061398
2.4863e-10,14411.8,1611.15,0.766149,0.000564888,0.218095,0.0145771,0.00061398
2.4864e-10,14400.7,1649.43,0.766149,0.000564888,0.218095,0.0145771,0.000613981
2.4865e-10,14388.7,1690.56,0.766149,0.000564888,0.218095,0.0145771,0.000613981
2.4866e-10,14375.6,1734.45,0.766149,0.000564888,0.218095,0.0145771,0.000613982
2.4867e-10,14361.6,1780.99,0.766149,0.000564888,0.218095,0.0145771,0.000613982
2.4868e-10,14346.6,1830.11,0.766149,0.000564888,0.218095,0.0145771,0.000613983
2.4869e-10,14330.6,1881.74,0.766149,0.000564889,0.218095,0.0145771,0.000613984
2.487e-10,14313.7,1935.79,0.766149,0.000564889,0.218095,0.0145772,0.000613985
2.4871e-10,14295.8,1992.22,0.766149,0.000564889,0.218095,0.0145772,0.000613985
2.4872e-10,14276.9,2050.96,0.766149,0.000564889,0.218095,0.0145772,0.000613986
2.4873e-10,14257.1,2111.96,0.766149,0.00056489,0.218095,0.0145772,0.000613987
2.4874e-10,14236.4,2175.18,0.766149,0.00056489,0.218095,0.0145772,0.000613988
2.4875e-10,14214.7,2240.58,0.766149,0.00056489,0.218095,0.0145772,0.000613989
2.4876e-10,14192.1,2308.12,0.766149,0.000564891,0.218095,0.0145772,0.00061399
2.4877e-10,14168.6,2377.76,0.766149,0.000564891,0.218095,0.0145772,0.000613992
2.4878e-10,14144.1,2449.48,0.766148,0.000564892,0.218095,0.0145772,0.000613993
2.4879e-10,14118.8,2523.24,0.766148,0.000564892,0.218095,0.0145772,0.000613995
2.488e-10,14092.5,2599.03,0.766148,0.000564893,0.218095,0.0145773,0.000613996
2.4881e-10,14065.4,2676.8,0.766148,0.000564893,0.218095,0.0145773,0.000613998
2.4882e-10,14037.4,2756.54,0.766148,0.000564894,0.218095,0.0145773,0.000614
2.4883e-10,14008.6,2838.23,0.766148,0.000564895,0.218095,0.0145773,0.000614002
2.4884e-10,13978.8,2921.84,0.766148,0.000564896,0.218095,0.0145774,0.000614004
2.4885e-10,13948.3,3007.34,0.766148,0.000564896,0.218095,0.0145774,0.000614006
2.4886e-10,13916.9,3094.72,0.766148,0.000564897,0.218095,0.0145774,0.000614008
2.4887e-10,13884.7,3183.95,0.766148,0.000564898,0.218095,0.0145775,0.000614011
2.4888e-10,13851.6,3275.02,0.766148,0.000564899,0.218095,0.0145775,0.000614014
2.4889e-10,13817.8,3367.89,0.766148,0.0005649,0.218095,0.0145776,0.000614016
2.489e-10,13783.1,3462.55,0.766148,0.000564902,0.218095,0.0145776,0.000614019
2.4891e-10,13747.7,3558.97,0.766148,0.000564903,0.218095,0.0145777,0.000614022
2.4892e-10,13711.5,3657.14,0.766148,0.000564904,0.218095,0.0145777,0.000614026
2.4893e-10,13674.6,3757.01,0.766148,0.000564906,0.218095,0.0145778,0.000614029
2.4894e-10,13636.9,3858.59,0.766148,0.000564908,0.218095,0.0145779,0.000614033
2.4895e-10,13598.5,3961.82,0.766148,0.000564909,0.218095,0.014578,0.000614037
2.4896e-10,13559.3,4066.7,0.766148,0.000564911,0.218095,0.014578,0.000614041
2.4897e-10,13519.4,4173.2,0.766148,0.000564913,0.218094,0.0145781,0.000614045
2.4898e-10,13478.9,4281.29,0.766148,0.000564915,0.218094,0.0145782,0.000614049
2.4899e-10,13437.6,4390.94,0.766148,0.000564918,0.218094,0.0145783,0.000614054
2.49e-10,13395.7,4502.13,0.766148,0.00056492,0.218094,0.0145785,0.000614059
2.4901e-10,13353.2,4614.83,0.766148,0.000564923,0.218094,0.0145786,0.000614064
2.4902e-10,13310,4729.02,0.766148,0.000564925,0.218094,0.0145787,0.000614069
2.4903e-10,13266.1,4844.65,0.766148,0.000564928,0.218094,0.0145789,0.000614074
2.4904e-10,13221.7,4961.71,0.766148,0.000564932,0.218094,0.014579,0.00061408
2.4905e-10,13176.6,5080.17,0.766148,0.000564935,0.218093,0.0145792,0.000614085
2.4906e-10,13131,5199.99,0.766148,0.000564939,0.218093,0.0145793,0.000614091
2.4907e-10,13084.7,5321.14,0.766148,0.000564942,0.218093,0.0145795,0.000614098
2.4908e-10,13037.9,5443.6,0.766148,0.000564947,0.218093,0.0145797,0.000614104
2.4909e-10,12990.6,5567.33,0.766148,0.000564951,0.218093,0.0145799,0.000614111
2.491e-10,12942.7,5692.3,0.766148,0.000564956,0.218092,0.0145801,0.000614117
2.4911e-10,12894.3,5818.49,0.766148,0.000564961,0.218092,0.0145803,0.000614124
2.4912e-10,12845.4,5945.85,0.766148,0.000564966,0.218092,0.0145805,0.000614132
2.4913e-10,12796.1,6074.35,0.766148,0.000564972,0.218092,0.0145808,0.000614139
2.4914e-10,12746.2,6203.97,0.766148,0.000564978,0.218092,0.014581,0.000614146
2.4915e-10,12695.9,6334.67,0.766148,0.000564984,0.218091,0.0145813,0.000614154
2.4916e-10,12645.1,6466.41,0.766148,0.000564991,0.218091,0.0145815,0.000614162
2.4917e-10,12593.9,6599.16,0.766148,0.000564999,0.218091,0.0145818,0.000614171
2.4918e-10,12542.3,6732.9,0.766148,0.000565006,0.21809,0.0145821,0.000614179
2.4919e-10,12490.2,6867.58,0.766148,0.000565014,0.21809,0.0145824,0.000614188
2.492e-10,12437.8,7003.17,0.766148,0.000565023,0.21809,0.0145827,0.000614196
2.4921e-10,12385,7139.64,0.766148,0.000565032,0.218089,0.0145831,0.000614205
2.4922e-10,12331.9,7276.96,0.766148,0.000565042,0.218089,0.0145834,0.000614215
2.4923e-10,12278.4,7415.08,0.766148,0.000565052,0.218089,0.0145838,0.000614224
2.4924e-10,12224.6,7553.98,0.766148,0.000565063,0.218088,0.0145841,0.000614233
2.4925e-10,12170.4,7693.62,0.766148,0.000565074,0.218088,0.0145845,0.000614243
2.4926e-10,12116,7833.96,0.766148,0.000565086,0.218088,0.0145849,0.000614253
2.4927e-10,12061.2,7974.98,0.766148,0.000565099,0.218087,0.0145853,0.000614263
2.4928e-10,12006.2,8116.63,0.766148,0.000565112,0.218087,0.0145857,0.000614274
2.4929e-10,11951,8258.89,0.766148,0.000565126,0.218086,0.0145861,0.000614284
2.493e-10,11895.4,8401.72,0.766148,0.00056514,0.218086,0.0145866,0.000614295
2.4931e-10,11839.7,8545.08,0.766148,0.000565155,0.218085,0.014587,0.000614306
2.4932e-10,11783.7,8688.94,0.766148,0.000565171,0.218085,0.0145875,0.000614317
2.4933e-10,11727.6,8833.27,0.766148,0.000565188,0.218084,0.0145879,0.000614328
2.4934e-10,11671.2,8978.03,0.766148,0.000565205,0.218084,0.0145884,0.000614339
2.4935e-10,11614.7,9123.19,0.766148,0.000565223,0.218084,0.0145889,0.000614351
2.4936e-10,11558,9268.72,0.766148,0.000565242,0.218083,0.0145894,0.000614363
2.4937e-10,11501.1,9414.58,0.766148,0.000565262,0.218082,0.01459,0.000614375
2.4938e-10,11444.2,9560.74,0.766148,0.000565282,0.218082,0.0145905,0.000614387
2.4939e-10,11387.1,9707.16,0.766148,0.000565303,0.218081,0.014591,0.000614399
2.494e-10,11329.9,9853.82,0.766148,0.000565325,0.218081,0.0145916,0.000614411
2.4941e-10,11272.6,10000.7,0.766148,0.000565348,0.21808,0.0145921,0.000614424
2.4942e-10,11215.2,10147.7,0.766148,0.000565372,0.21808,0.0145927,0.000614437
2.4943e-10,11157.8,10294.9,0.766148,0.000565396,0.218079,0.0145933,0.00061445
2.4944e-10,11100.3,10442.1,0.766148,0.000565421,0.218078,0.0145939,0.000614463
2.4945e-10,11042.8,10589.5,0.766148,0.000565448,0.218078,0.0145945,0.000614476
2.4946e-10,10985.2,10736.8,0.766148,0.000565475,0.218077,0.0145951,0.00061449
2.4947e-10,10927.6,10884.2,0.766148,0.000565502,0.218077,0.0145958,0.000614503
2.4948e-10,10870,11031.6,0.766148,0.000565531,0.218076,0.0145964,0.000614517
2.4949e-10,10812.5,11178.9,0.766148,0.000565561,0.218075,0.0145971,0.000614531
2.495e-10,10754.9,11326.1,0.766148,0.000565591,0.218075,0.0145977,0.000614545
2.4951e-10,10697.4,11473.2,0.766148,0.000565622,0.218074,0.0145984,0.00061456
2.4952e-10,10639.9,11620.2,0.766147,0.000565654,0.218073,0.0145991,0.000614574
2.4953e-10,10582.5,11767,0.766147,0.000565687,0.218073,0.0145998,0.000614589
2.4954e-10,10525.2,11913.6,0.766147,0.000565721,0.218072,0.0146004,0.000614604
2.4955e-10,10467.9,12060,0.766147,0.000565756,0.218071,0.0146012,0.000614619
2.4956e-10,10410.8,12206.1,0.766147,0.000565791,0.21807,0.0146019,0.000614634
2.4957e-10,10353.7,12351.9,0.766147,0.000565827,0.21807,0.0146026,0.000614649
2.4958e-10,10296.8,12497.4,0.766147,0.000565864,0.218069,0.0146033,0.000614665
2.4959e-10,10239.9,12642.6,0.766147,0.000565902,0.218068,0.0146041,0.000614681
2.496e-10,10183.2,12787.4,0.766147,0.000565941,0.218067,0.0146048,0.000614697
2.4961e-10,10126.7,12931.8,0.766147,0.00056598,0.218067,0.0146056,0.000614713
2.4962e-10,10070.3,13075.8,0.766147,0.00056602,0.218066,0.0146063,0.000614729
2.4963e-10,10014.1,13219.4,0.766147,0.000566061,0.218065,0.0146071,0.000614746
2.4964e-10,9958.08,13362.5,0.766147,0.000566103,0.218064,0.0146079,0.000614763
2.4965e-10,9902.23,13505.1,0.766147,0.000566145,0.218064,0.0146087,0.00061478
2.4966e-10,9846.58,13647.1,0.766147,0.000566188,0.218063,0.0146095,0.000614797
2.4967e-10,9791.14,13788.6,0.766147,0.000566232,0.218062,0.0146103,0.000614815
2.4968e-10,9735.92,13929.6,0.766147,0.000566276,0.218061,0.0146111,0.000614833
2.4969e-10,9680.92,14069.9,0.766147,0.000566321,0.21806,0.0146119,0.000614851
2.497e-10,9626.16,14209.7,0.766147,0.000566367,0.218059,0.0146127,0.000614869
2.4971e-10,9571.65,14348.8,0.766147,0.000566413,0.218059,0.0146135,0.000614888
2.4972e-10,9517.39,14487.2,0.766147,0.000566459,0.218058,0.0146144,0.000614907
2.4973e-10,9463.39,14625,0.766146,0.000566507,0.218057,0.0146152,0.000614926
2.4974e-10,9409.66,14762.1,0.766146,0.000566555,0.218056,0.014616,0.000614946
2.4975e-10,9356.22,14898.4,0.766146,0.000566603,0.218055,0.0146169,0.000614965
2.4976e-10,9303.06,15034,0.766146,0.000566652,0.218054,0.0146177,0.000614986
2.4977e-10,9250.2,15168.8,0.766146,0.000566701,0.218054,0.0146186,0.000615006
2.4978e-10,9197.64,15302.9,0.766146,0.000566751,0.218053,0.0146194,0.000615027
2.4979e-10,9145.39,15436.1,0.766146,0.000566801,0.218052,0.0146203,0.000615048
2.498e-10,9093.47,15568.5,0.766146,0.000566851,0.218051,0.0146212,0.00061507
2.4981e-10,9041.87,15700.1,0.766146,0.000566902,0.21805,0.014622,0.000615092
2.4982e-10,8990.61,15830.8,0.766146,0.000566953,0.218049,0.0146229,0.000615115
2.4983e-10,8939.69,15960.6,0.766146,0.000567004,0.218048,0.0146238,0.000615138
2.4984e-10,8889.11,16089.6,0.766146,0.000567056,0.218047,0.0146247,0.000615161
2.4985e-10,8838.9,16217.6,0.766146,0.000567108,0.218046,0.0146255,0.000615185
2.4986e-10,8789.04,16344.7,0.766146,0.00056716,0.218046,0.0146264,0.00061521
2.4987e-10,8739.56,16470.8,0.766146,0.000567212,0.218045,0.0146273,0.000615235
2.4988e-10,8690.45,16596,0.766146,0.000567265,0.218044,0.0146282,0.00061526
2.4989e-10,8641.72,16720.2,0.766145,0.000567317,0.218043,0.0146291,0.000615286
2.499e-10,8593.38,16843.4,0.766145,0.00056737,0.218042,0.01463,0.000615313
2.4991e-10,8545.43,16965.6,0.766145,0.000567422,0.218041,0.0146309,0.000615341
2.4992e-10,8497.89,17086.7,0.766145,0.000567475,0.21804,0.0146318,0.000615369
2.4993e-10,8450.75,17206.9,0.766145,0.000567527,0.218039,0.0146327,0.000615398
2.4994e-10,8404.02,17325.9,0.766145,0.00056758,0.218038,0.0146336,0.000615427
2.4995e-10,8357.71,17443.9,0.766145,0.000567632,0.218037,0.0146345,0.000615457
2.4996e-10,8311.82,17560.9,0.766145,0.000567684,0.218036,0.0146354,0.000615489
2.4997e-10,8266.35,17676.7,0.766145,0.000567737,0.218035,0.0146363,0.000615521
2.4998e-10,8221.32,17791.4,0.766145,0.000567788,0.218035,0.0146372,0.000615554
2.4999e-10,8176.73,17905.1,0.766145,0.00056784,0.218034,0.0146381,0.000615587
2.5e-10,8132.58,18017.5,0.766145,0.000567891,0.218033,0.014639,0.000615622
2.5001e-10,8088.87,18128.9,0.766145,0.000567942,0.218032,0.0146399,0.000615658
2.5002e-10,8045.62,18239.1,0.766145,0.000567993,0.218031,0.0146409,0.000615695
2.5003e-10,8002.82,18348.1,0.766145,0.000568043,0.21803,0.0146418,0.000615733
2.5004e-10,7960.48,18455.9,0.766144,0.000568093,0.218029,0.0146427,0.000615772
2.5005e-10,7918.61,18562.6,0.766144,0.000568143,0.218028,0.0146436,0.000615813
2.5006e-10,7877.2,18668.1,0.766144,0.000568191,0.218027,0.0146445,0.000615854
2.5007e-10,7836.27,18772.3,0.766144,0.00056824,0.218026,0.0146454,0.000615897
2.5008e-10,7795.81,18875.4,0.766144,0.000568287,0.218025,0.0146463,0.000615942
2.5009e-10,7755.83,18977.2,0.766144,0.000568334,0.218024,0.0146472,0.000615988
2.501e-10,7716.34,19077.8,0.766144,0.00056838,0.218023,0.0146481,0.000616035
2.5011e-10,7677.33,19177.1,0.766144,0.000568426,0.218023,0.014649,0.000616084
2.5012e-10,7638.81,19275.2,0.766144,0.000568471,0.218022,0.0146499,0.000616135
2.5013e-10,7600.79,19372.1,0.766144,0.000568515,0.218021,0.0146508,0.000616187
2.5014e-10,7563.26,19467.6,0.766144,0.000568558,0.21802,0.0146517,0.000616242
2.5015e-10,7526.23,19561.9,0.766144,0.0005686,0.218019,0.0146526,0.000616298
2.5016e-10,7489.71,19654.9,0.766144,0.000568641,0.218018,0.0146535,0.000616356
2.5017e-10,7453.69,19746.7,0.766144,0.000568681,0.218017,0.0146544,0.000616416
2.5018e-10,7418.18,19837.1,0.766144,0.00056872,0.218016,0.0146553,0.000616478
2.5019e-10,7383.18,19926.2,0.766143,0.000568758,0.218015,0.0146561,0.000616542
2.502e-10,7348.69,20014,0.766143,0.000568794,0.218014,0.014657,0.000616609
2.5021e-10,7314.72,20100.5,0.766143,0.00056883,0.218013,0.0146579,0.000616678
2.5022e-10,7281.27,20185.7,0.766143,0.000568864,0.218012,0.0146588,0.000616749
2.5023e-10,7248.34,20269.5,0.766143,0.000568897,0.218011,0.0146597,0.000616823
2.5024e-10,7215.94,20352,0.766143,0.000568928,0.218011,0.0146605,0.0006169
2.5025e-10,7184.06,20433.2,0.766143,0.000568958,0.21801,0.0146614,0.000616979
2.5026e-10,7152.7,20513,0.766143,0.000568986,0.218009,0.0146623,0.000617061
2.5027e-10,7121.88,20591.5,0.766143,0.000569013,0.218008,0.0146631,0.000617146
2.5028e-10,7091.59,20668.6,0.766143,0.000569039,0.218007,0.014664,0.000617234
2.5029e-10,7061.84,20744.3,0.766143,0.000569062,0.218006,0.0146648,0.000617325
2.503e-10,7032.62,20818.7,0.766143,0.000569084,0.218005,0.0146657,0.00061742
2.5031e-10,7003.93,20891.7,0.766143,0.000569104,0.218004,0.0146665,0.000617517
2.5032e-10,6975.79,20963.4,0.766143,0.000569123,0.218003,0.0146674,0.000617618
2.5033e-10,6948.19,21033.6,0.766143,0.000569139,0.218002,0.0146682,0.000617723
2.5034e-10,6921.13,21102.5,0.766142,0.000569153,0.218002,0.0146691,0.000617831
2.5035e-10,6894.61,21170,0.766142,0.000569166,0.218001,0.0146699,0.000617942
2.5036e-10,6868.64,21236.1,0.766142,0.000569176,0.218,0.0146707,0.000618058
2.5037e-10,6843.22,21300.9,0.766142,0.000569185,0.217999,0.0146715,0.000618177
2.5038e-10,6818.34,21364.2,0.766142,0.000569191,0.217998,0.0146724,0.0006183
2.5039e-10,6794.02,21426.1,0.766142,0.000569195,0.217997,0.0146732,0.000618427
2.504e-10,6770.24,21486.6,0.766142,0.000569197,0.217996,0.014674,0.000618558
2.5041e-10,6747.02,21545.7,0.766142,0.000569197,0.217995,0.0146748,0.000618694
2.5042e-10,6724.35,21603.4,0.766142,0.000569194,0.217994,0.0146756,0.000618833
2.5043e-10,6702.23,21659.7,0.766142,0.000569189,0.217994,0.0146764,0.000618977
2.5044e-10,6680.67,21714.6,0.766142,0.000569182,0.217993,0.0146772,0.000619125
2.5045e-10,6659.66,21768,0.766142,0.000569172,0.217992,0.014678,0.000619278
2.5046e-10,6639.22,21820.1,0.766142,0.00056916,0.217991,0.0146787,0.000619434
2.5047e-10,6619.33,21870.7,0.766142,0.000569145,0.21799,0.0146795,0.000619596
2.5048e-10,6599.99,21919.9,0.766142,0.000569128,0.217989,0.0146803,0.000619762
2.5049e-10,6581.22,21967.7,0.766142,0.000569108,0.217988,0.014681,0.000619932
2.505e-10,6563.01,22014,0.766141,0.000569086,0.217988,0.0146818,0.000620107
2.5051e-10,6545.36,22058.9,0.766141,0.000569062,0.217987,0.0146826,0.000620287
2.5052e-10,6528.27,22102.4,0.766141,0.000569035,0.217986,0.0146833,0.000620471
2.5053e-10,6511.75,22144.5,0.766141,0.000569005,0.217985,0.0146841,0.000620659
2.5054e-10,6495.78,22185.1,0.766141,0.000568973,0.217984,0.0146848,0.000620852
2.5055e-10,6480.39,22224.3,0.766141,0.000568939,0.217983,0.0146855,0.00062105
2.5056e-10,6465.55,22262,0.766141,0.000568902,0.217982,0.0146863,0.000621252
2.5057e-10,6451.28,22298.4,0.766141,0.000568862,0.217982,0.014687,0.000621458
2.5058e-10,6437.58,22333.2,0.766141,0.000568821,0.217981,0.0146877,0.000621669
2.5059e-10,6424.44,22366.7,0.766141,0.000568777,0.21798,0.0146884,0.000621884
2.506e-10,6411.87,22398.6,0.766141,0.00056873,0.217979,0.0146892,0.000622103
2.5061e-10,6399.86,22429.2,0.766141,0.000568682,0.217978,0.0146899,0.000622327
2.5062e-10,6388.42,22458.3,0.766141,0.000568631,0.217977,0.0146906,0.000622554
2.5063e-10,6377.55,22486,0.766141,0.000568578,0.217977,0.0146913,0.000622785
2.5064e-10,6367.24,22512.2,0.766141,0.000568523,0.217976,0.014692,0.00062302
2.5065e-10,6357.51,22536.9,0.766141,0.000568466,0.217975,0.0146927,0.000623258
2.5066e-10,6348.34,22560.3,0.766141,0.000568407,0.217974,0.0146934,0.0006235
2.5067e-10,6339.74,22582.1,0.76614,0.000568346,0.217973,0.014694,0.000623746
2.5068e-10,6331.71,22602.6,0.76614,0.000568284,0.217973,0.0146947,0.000623994
2.5069e-10,6324.25,22621.5,0.76614,0.00056822,0.217972,0.0146954,0.000624245
2.507e-10,6317.36,22639.1,0.76614,0.000568154,0.217971,0.0146961,0.000624499
2.5071e-10,6311.04,22655.1,0.76614,0.000568087,0.21797,0.0146968,0.000624756
2.5072e-10,6305.28,22669.8,0.76614,0.000568018,0.217969,0.0146974,0.000625015
2.5073e-10,6300.1,22682.9,0.76614,0.000567949,0.217968,0.0146981,0.000625276
2.5074e-10,6295.48,22694.7,0.76614,0.000567878,0.217968,0.0146988,0.000625539
2.5075e-10,6291.44,22705,0.76614,0.000567807,0.217967,0.0146995,0.000625804
